,price enter,date enter,price out,date out,upper_indicator_enter,lower_indicator_enter,upper_indicator_out,lower_indicator_out,range,trend (trade type),type,fee,volume,pnl,pnl/deposit,pnl/balance,total pnl,deposit,balance,reserve
0,8407.369269190329,01/31/2020 15:59:59,9390.580686597854,02/20/2020 00:59:59,8407.369269190329,8267.225908012239,9543.034346293814,9390.580686597854,140.14336117809034,long,single,0.44449358372458775,0.24974425977640824,245.1069140604309,0.35015273437204414,0.24510691406043092,245.1069140604309,700.0,1245.1069140604309,545.1069140604309
1,10093.405275770283,02/15/2020 18:59:59,9390.580686597854,02/20/2020 00:59:59,9389.808843133607,9250.387272480306,9543.034346293814,9390.580686597854,843.0180032899771,long,multi,0.48660136516655594,0.24974425977640824,-176.0130081406931,-0.2514471544867044,-0.1760130081406931,69.09390591973781,700.0,1069.0939059197378,369.0939059197378
2,9461.298019548885,02/25/2020 18:00:00,6933.604227226239,04/02/2020 20:59:59,9613.49404700338,9461.298019548885,6933.604227226239,6697.889999955162,152.19602745449447,short,single,0.3770279607387899,0.2299665805039803,580.9080700208382,0.8298686714583403,0.5433648688896837,650.001975940576,1155.001383158403,1650.001975940576,495.0005927821728
3,9102.976242077537,03/05/2020 14:59:59,6933.604227226239,04/02/2020 20:59:59,9282.137130813211,9127.840293736885,6933.604227226239,6697.889999955162,179.16088873567423,short,multi,0.3687877573502705,0.2299665805039803,498.5142763390326,0.7121632519129037,0.46629606022322473,1148.5162522796086,1155.001383158403,2148.5162522796086,993.5148691212055
4,6176.088259297823,03/19/2020 19:59:59,6933.604227226239,04/02/2020 20:59:59,7639.53225068768,7365.164531352028,6933.604227226239,6697.889999955162,1463.4439913898568,short,multi,0.30147911525846616,0.2299665805039803,-174.50483593691914,-0.24929262276702735,-0.16322685497565645,974.0114163426895,1155.001383158403,1974.0114163426895,819.0100331842864
5,6933.604227226239,04/02/2020 21:00:00,6698.081491668366,04/02/2020 23:59:59,6933.604227226239,6697.889999955162,6937.542302063519,6698.081491668366,235.7142272710771,long,single,0.33397678286930954,0.24500035414284166,-58.03713040323918,-0.05024853757710146,-0.029400605246126855,915.9742859394503,1155.001383158403,1915.9742859394503,760.9729027810472
6,6698.081491668366,04/03/2020 00:00:00,6935.533318287514,04/03/2020 10:59:59,6937.542302063519,6698.081491668366,6935.533318287514,6697.6900911005805,239.4608103951532,short,single,0.3287979343459755,0.2411670997965062,-57.59436630146874,-0.049865192493514045,-0.03006009356395343,858.3799196379815,1155.001383158403,1858.3799196379814,703.3785364795784
7,6935.533318287514,04/03/2020 11:00:00,6700.0413799625685,04/03/2020 18:59:59,6935.533318287514,6697.6900911005805,6936.9463957525795,6700.0413799625685,237.8432271869333,long,single,0.33108169240111546,0.24280728882194066,-57.510240776504745,-0.04979235662838811,-0.030946438975571762,800.8696788614768,1155.001383158403,1800.8696788614768,645.8682957030737
8,6700.0413799625685,04/03/2020 19:00:00,6927.935279269243,04/04/2020 23:59:59,6936.9463957525795,6700.0413799625685,6927.935279269243,6696.553145070838,236.90501579001102,short,single,0.33220765374202055,0.24376887490262736,-55.885647084902814,-0.04838578368805153,-0.031032588166087696,744.984031776574,1155.001383158403,1744.984031776574,589.982648618171
9,6927.935279269243,04/05/2020 00:00:00,6699.204048896144,04/05/2020 20:59:59,6927.935279269243,6696.553145070838,6925.265155323549,6699.204048896144,231.38213419840577,long,single,0.34011625026820547,0.24958741675535145,-57.428553170363315,-0.04972163151296179,-0.0329106468165758,687.5554786062107,1155.001383158403,1687.5554786062107,532.5540954478076
